A80+,2021/11/30 00:00:00,1899
A80+,2020/06/09 00:00:00,23
A15-A34,2022/02/10 00:00:00,69732
A80+,2021/04/02 00:00:00,415
A00-A04,2020/04/02 00:00:00,47
A80+,2020/04/22 00:00:00,305
A60-A79,2021/03/03 00:00:00,1606
A00-A04,2022/04/27 00:00:00,2435
A15-A34,2022/01/04 00:00:00,25670
A60-A79,2021/08/29 00:00:00,173
A15-A34,2020/05/16 00:00:00,147
unbekannt,2021/12/04 00:00:00,12
A80+,2022/04/02 00:00:00,3294
A05-A14,2022/04/17 00:00:00,3163
A05-A14,2021/11/09 00:00:00,9501
A05-A14,2020/10/21 00:00:00,737
A80+,2022/02/17 00:00:00,5660
A05-A14,2020/07/04 00:00:00,22
A05-A14,2022/03/02 00:00:00,29325
A05-A14,2022/01/24 00:00:00,31813
A60-A79,2021/07/11 00:00:00,22
A60-A79,2020/08/30 00:00:00,27
A15-A34,2022/01/24 00:00:00,43999
A80+,2020/06/19 00:00:00,17
A05-A14,2020/08/29 00:00:00,79
A05-A14,2020/12/18 00:00:00,1515
A00-A04,2021/10/31 00:00:00,178
A60-A79,2021/07/31 00:00:00,101
A60-A79,2020/03/03 00:00:00,16
A05-A14,2021/06/15 00:00:00,280
A60-A79,2021/10/21 00:00:00,1795
A15-A34,2022/04/07 00:00:00,51160
A00-A04,2021/08/29 00:00:00,176
A05-A14,2020/12/28 00:00:00,531
A60-A79,2021/02/14 00:00:00,562
A35-A59,2021/05/22 00:00:00,2042
A60-A79,2020/04/02 00:00:00,1269
A60-A79,2022/07/01 00:00:00,6298
